,auto,fd,doane,scott,stone,rice,sturges,sqrt
0,0.0010809554959611482,0.0018287420486627537,0.016662894707222157,0.0020028151439077783,0.00025276401423951646,0.0026530709678874802,0.006689169008904133,0.0014289319968019596
1,0.0017166528303504906,0.0023776433463076,0.01667540705801692,0.002180710430097119,0.0007191774018262922,0.003639424737335564,0.022175343141845594,0.0014634561876201106
2,0.0024260279634187717,0.0013329620138218614,0.0124323169631818,0.0019957972238812075,0.0005079737838611828,0.0023085394342863877,0.016201948587827354,0.0014226694236148965
3,0.0015706322507075235,0.0019520662798097473,0.02490407964335595,0.001607549407480568,0.0002992935867636469,0.002008576217354074,0.013738122187465944,0.0013115744162990092
4,0.0013511698708783685,0.0014586932321936329,0.009581039398369105,0.0018695033163014924,0.00025137085149699596,0.004097157364437707,0.026984643691549823,0.00069011401562138
5,0.0013584151195385093,0.0023522359490283327,0.013262149310617819,0.001726763527314948,0.0002944046920329698,0.001893150788016014,0.019734676943271003,0.0011844089801272659
6,0.002253608791100917,0.00246982732541473,0.01219465353266442,0.0014466382597072812,0.0005357955586725526,0.004976588583280777,0.0032906742107261517,0.0015543779134073305
7,0.0019137451106335573,0.0023586270281583444,0.011674263025508627,0.0020969281567019124,0.00019293660339021748,0.004945756641254943,0.012400672038985802,0.0013667499141114276
8,0.0021423507987314515,0.0008454985864951092,0.016411306928236724,0.0018179701380247576,0.00024520986919793756,0.004431427485367826,0.008833967358169338,0.0015959911666939752
9,0.002196672741345243,0.001674077026152229,0.01569292024190613,0.0025475354538859996,0.0003702562387514415,0.005396034990230899,0.0231262161809461,0.0018587647400956718
10,0.0017316751950166027,0.0016422974208217956,0.015455852275873115,0.0016248209355733895,0.0003279431982397275,0.004373428042257191,0.021914519121441146,0.0013734673253883861
11,0.0010080051103108028,0.0019146032479074307,0.018917666703287036,0.0017816985523337783,0.0006807837437799507,0.0030567281924634626,0.02207517175381318,0.0019225345425289558
12,0.0012949587986309011,0.0013798519853210453,0.020309711520950346,0.002326850150576678,0.0005603775460203267,0.0022623977973305486,0.017891120806626783,0.0014475152108036574
13,0.001816223212403779,0.0020780483445856225,0.021585719792699333,0.0015765649527088664,0.0003930961473169881,0.003840794644666202,0.013927985398723457,0.0016559073789009532
14,0.001665450753640493,0.0021737514360412316,0.013031945312085865,0.0022584711251800635,0.0003345576834249823,0.0027357990852476975,0.025494598904514797,0.0010101999821288093
15,0.001461988334447541,0.0016221913828723862,0.024145780887223158,0.0021526444857919705,0.0002458703496331852,0.0042107016700009105,0.01684103047864476,0.0011402049941231555
16,0.002287871386344627,0.0013859296999243701,0.009687221817431675,0.001478591254954487,0.0006456838490374127,0.000926098228232811,0.02448302399304467,0.0013600879302036357
17,0.001867133521192027,0.00268142310726871,0.021582006276114115,0.002320366050498,0.00040747684839200534,0.0049559996226326,0.012730577365829804,0.0019276558681966536
18,0.0023455947753647497,0.001987988842519815,0.016334880205027682,0.0019059572310243782,0.00045149745761375486,0.001061863810150068,0.02044371928785731,0.0007203051070571604
19,0.002491368878111953,0.0014188513179728972,0.012360055467843457,0.0020591736280539392,0.0004365312135156276,0.0029089266212145633,0.025000753500908964,0.0013123888358747549
20,0.0024512769084063884,0.002323644029674175,0.019113371844239915,0.0015529843223376489,0.0005237858166363629,0.0030369453489006524,0.01938326761345233,0.001330489153415379
21,0.0017211685408704117,0.0018873958524782048,0.009243956153035382,0.0017500580813542103,0.00026564862900775436,0.005112810692157952,0.020015210203088277,0.0013691136350760034
22,0.0017425950414648205,0.0015816702147449097,0.018833049742886028,0.0023035910718187938,0.00028461149143915466,0.0016630279874247525,0.012216649695809734,0.0017264861489555878
23,0.0017622050175281393,0.0024917130133811855,0.017441577350086338,0.002527528682113357,0.0003817801661050561,0.00519952538495269,0.020392084341167478,0.0015671078586178954
24,0.001520644716639404,0.0018468092550091015,0.023633297750126923,0.0023339405390696466,0.00023626392938509925,0.00495209722381799,0.011994237702976186,0.001554576369417991
25,0.001951999942326548,0.002457269869875483,0.014745908070463096,0.002047156829216533,0.00017132079741312436,0.005006876886083223,0.01809895321603588,0.0015802358364694726
26,0.0025909100249741977,0.0016840280251237613,0.015426360869596707,0.0025737795804671917,0.0003602709471635324,0.003469346330642108,0.019331475420282213,0.0016056459054468823
27,0.001611304700853254,0.0021429373447026277,0.012651098444786728,0.0010104205402297862,0.004128306865187468,0.0039545472657656145,0.022646392440435825,0.001264665938161386
28,0.001577666039796585,0.0013632833287490263,0.012721780104403915,0.0017665020320912729,0.00041479099932202504,0.0027254308800904767,0.02063325498841929,0.0015267109999145296
29,0.0017938448925127587,0.001550968667299341,0.01635116700567045,0.0019037744910535663,0.00031298226598278414,0.004849117786918057,0.020491701048793467,0.0014850073774894728
30,0.0019303046722312768,0.0016857225277112234,0.009564138052493532,0.0018631721213736767,0.0004050044829425266,0.0048128722322842285,0.018826961734933537,0.001508042748343379
31,0.0024063510191870987,0.0021321865395042476,0.013175345231671735,0.0023969606740067285,0.00029013560163975826,0.004761483862837033,0.024603486768143727,0.001437844996113733
32,0.0016877171971307887,0.002226795510196723,0.018072739599683238,0.001969903737568582,0.00019286624021989303,0.003754638314084494,0.013902750412647664,0.0014472569346570118
33,0.002226580233292401,0.0021032734705247772,0.00610959973171182,0.0016677961449976244,0.00036828748048864347,0.0027102910360212273,0.016353101836267224,0.0012812889429155983
34,0.0018723028041254947,0.002037146492170201,0.020503873861994388,0.002398491100806986,0.00031939401277505936,0.005126006125124888,0.014938386665767247,0.0016987976367180493
35,0.0013787499090086681,0.001993741268623994,0.022251106871857926,0.0019131819685807795,0.000276028962166193,0.0020872458870229175,0.014865555304780731,0.0012394277602911577
36,0.0026022533232762713,0.0024164800735090946,0.01641822689095088,0.001683753981122239,0.0020167552535953017,0.006179754304314678,0.017482237338017695,0.0005128016972420433
37,0.001467735700054318,0.0012526302186855454,0.021521361580407898,0.0017059020570600561,0.0003507885672302533,0.0027511487217868986,0.017047335385033262,0.0008758855565946915
38,0.0020703725792296517,0.0016557974935455274,0.009947461448802517,0.0022850605540862398,0.00028702392451761456,0.004536237527018782,0.02271528483835674,0.0014754159391636825
