mean_regret1,mean_regret2
4.999999999999999,22.057049999999997
9.999999999999982,44.94809999999999
14.999999999999968,67.48375
20.000000000000007,89.99935
25.000000000000096,112.5
30.000000000000167,135.0
35.000000000000234,157.5
40.00000000000029,180.0
45.00000000000035,202.5
50.00000000000045,225.0
